2019-04-07 20:57:21 INFO     Loading Data
2019-04-07 20:57:22 INFO     Model Setting Up
2019-04-07 20:57:30 INFO     train_dir : [../mnist/train]
2019-04-07 20:57:30 INFO     test_dir : [../mnist/test]
2019-04-07 20:57:30 INFO     save_dir : [./save]
2019-04-07 20:57:30 INFO     num_epochs : [250]
2019-04-07 20:57:30 INFO     batch_size : [500]
2019-04-07 20:57:30 INFO     num_points : [512]
2019-04-07 20:57:30 INFO     sigma : [0.05]
2019-04-07 20:57:30 INFO     log_interval : [1000]
2019-04-07 20:57:30 INFO     save_interval : [50]
2019-04-07 20:57:30 INFO     baselr : [5e-05]
2019-04-07 20:57:30 INFO     density_radius : [0.2]
2019-04-07 20:57:30 INFO     feature_out1 : [8]
2019-04-07 20:57:30 INFO     feature_out2 : [16]
2019-04-07 20:57:30 INFO     feature_out3 : [32]
2019-04-07 20:57:30 INFO     feature_out4 : [64]
2019-04-07 20:57:30 INFO     feature_out5 : [128]
2019-04-07 20:57:30 INFO     num_classes : [10]
2019-04-07 20:57:30 INFO     bandwidth_0 : [10]
2019-04-07 20:57:30 INFO     bandwidth_out1 : [10]
2019-04-07 20:57:30 INFO     bandwidth_out2 : [8]
2019-04-07 20:57:30 INFO     bandwidth_out3 : [6]
2019-04-07 20:57:30 INFO     bandwidth_out4 : [4]
2019-04-07 20:57:30 INFO     bandwidth_out5 : [2]
2019-04-07 20:57:30 INFO     resume_training : [0]
2019-04-07 20:57:30 INFO     Start Training
2019-04-07 20:57:30 INFO     Saved model checkpoints into ./save/2019-04-07_20-57-30-model.ckpt...
2019-04-07 20:57:35 INFO     Batch: [0/120] Epoch: [0] Loss: [2.301974058151245]
2019-04-07 20:57:35 INFO     Batch: [1/120] Epoch: [0] Loss: [2.301024913787842]
2019-04-07 20:57:36 INFO     Batch: [2/120] Epoch: [0] Loss: [2.302031993865967]
2019-04-07 20:57:36 INFO     Batch: [3/120] Epoch: [0] Loss: [2.301072418689728]
2019-04-07 20:57:36 INFO     Batch: [4/120] Epoch: [0] Loss: [2.301119804382324]
2019-04-07 20:57:36 INFO     Batch: [5/120] Epoch: [0] Loss: [2.300027370452881]
2019-04-07 20:57:36 INFO     Batch: [6/120] Epoch: [0] Loss: [2.3001301288604736]
2019-04-07 20:57:37 INFO     Batch: [7/120] Epoch: [0] Loss: [2.2990825474262238]
2019-04-07 20:57:37 INFO     Batch: [8/120] Epoch: [0] Loss: [2.2983377509646945]
2019-04-07 20:57:37 INFO     Batch: [9/120] Epoch: [0] Loss: [2.298880863189697]
2019-04-07 20:57:37 INFO     Batch: [10/120] Epoch: [0] Loss: [2.298822056163441]
2019-04-07 20:57:37 INFO     Batch: [11/120] Epoch: [0] Loss: [2.2980549335479736]
2019-04-07 20:57:38 INFO     Batch: [12/120] Epoch: [0] Loss: [2.2976087423471303]
2019-04-07 20:57:38 INFO     Batch: [13/120] Epoch: [0] Loss: [2.2972838367734636]
2019-04-07 20:57:38 INFO     Batch: [14/120] Epoch: [0] Loss: [2.296899938583374]
2019-04-07 20:57:38 INFO     Batch: [15/120] Epoch: [0] Loss: [2.2963569462299347]
2019-04-07 20:57:38 INFO     Batch: [16/120] Epoch: [0] Loss: [2.2960338031544403]
2019-04-07 20:57:38 INFO     Batch: [17/120] Epoch: [0] Loss: [2.2958199315600925]
2019-04-07 20:57:39 INFO     Batch: [18/120] Epoch: [0] Loss: [2.295369788220054]
2019-04-07 20:57:39 INFO     Batch: [19/120] Epoch: [0] Loss: [2.2949627161026003]
2019-04-07 20:57:39 INFO     Batch: [20/120] Epoch: [0] Loss: [2.294759614127023]
2019-04-07 20:57:39 INFO     Batch: [21/120] Epoch: [0] Loss: [2.2944463708183984]
2019-04-07 20:57:39 INFO     Batch: [22/120] Epoch: [0] Loss: [2.293870687484741]
2019-04-07 20:57:40 INFO     Batch: [23/120] Epoch: [0] Loss: [2.29344908396403]
2019-04-07 20:57:40 INFO     Batch: [24/120] Epoch: [0] Loss: [2.2931252479553224]
2019-04-07 20:57:40 INFO     Batch: [25/120] Epoch: [0] Loss: [2.292771476965684]
2019-04-07 20:57:40 INFO     Batch: [26/120] Epoch: [0] Loss: [2.29237347178989]
2019-04-07 20:57:40 INFO     Batch: [27/120] Epoch: [0] Loss: [2.292022602898734]
2019-04-07 20:57:41 INFO     Batch: [28/120] Epoch: [0] Loss: [2.291599117476365]
2019-04-07 20:57:41 INFO     Batch: [29/120] Epoch: [0] Loss: [2.291108250617981]
2019-04-07 20:57:41 INFO     Batch: [30/120] Epoch: [0] Loss: [2.2904931729839695]
2019-04-07 20:57:41 INFO     Batch: [31/120] Epoch: [0] Loss: [2.2900609225034714]
2019-04-07 20:57:41 INFO     Batch: [32/120] Epoch: [0] Loss: [2.289763248328007]
2019-04-07 20:57:42 INFO     Batch: [33/120] Epoch: [0] Loss: [2.289471983909607]
2019-04-07 20:57:42 INFO     Batch: [34/120] Epoch: [0] Loss: [2.288988379069737]
2019-04-07 20:57:42 INFO     Batch: [35/120] Epoch: [0] Loss: [2.2886963221761913]
2019-04-07 20:57:42 INFO     Batch: [36/120] Epoch: [0] Loss: [2.2886917784407332]
2019-04-07 20:57:42 INFO     Batch: [37/120] Epoch: [0] Loss: [2.288344903996116]
2019-04-07 20:57:43 INFO     Batch: [38/120] Epoch: [0] Loss: [2.287995057228284]
2019-04-07 20:57:43 INFO     Batch: [39/120] Epoch: [0] Loss: [2.28754380941391]
2019-04-07 20:57:43 INFO     Batch: [40/120] Epoch: [0] Loss: [2.287082840756672]
2019-04-07 20:57:43 INFO     Batch: [41/120] Epoch: [0] Loss: [2.2865847746531167]
2019-04-07 20:57:43 INFO     Batch: [42/120] Epoch: [0] Loss: [2.286280121914176]
2019-04-07 20:57:44 INFO     Batch: [43/120] Epoch: [0] Loss: [2.2859487262639133]
2019-04-07 20:57:44 INFO     Batch: [44/120] Epoch: [0] Loss: [2.285538058810764]
2019-04-07 20:57:44 INFO     Batch: [45/120] Epoch: [0] Loss: [2.2851013411646304]
2019-04-07 20:57:44 INFO     Batch: [46/120] Epoch: [0] Loss: [2.2848543359878217]
2019-04-07 20:57:44 INFO     Batch: [47/120] Epoch: [0] Loss: [2.284439822038015]
2019-04-07 20:57:44 INFO     Batch: [48/120] Epoch: [0] Loss: [2.2840215089369793]
2019-04-07 20:57:45 INFO     Batch: [49/120] Epoch: [0] Loss: [2.2838146924972533]
2019-04-07 20:57:45 INFO     Batch: [50/120] Epoch: [0] Loss: [2.2834524640849994]
2019-04-07 20:57:45 INFO     Batch: [51/120] Epoch: [0] Loss: [2.283117106327644]
2019-04-07 20:57:45 INFO     Batch: [52/120] Epoch: [0] Loss: [2.28268582865877]
2019-04-07 20:57:45 INFO     Batch: [53/120] Epoch: [0] Loss: [2.2823706203036838]
2019-04-07 20:57:46 INFO     Batch: [54/120] Epoch: [0] Loss: [2.2820688160983]
2019-04-07 20:57:46 INFO     Batch: [55/120] Epoch: [0] Loss: [2.281629421881267]
2019-04-07 20:57:46 INFO     Batch: [56/120] Epoch: [0] Loss: [2.2812467416127524]
2019-04-07 20:57:46 INFO     Batch: [57/120] Epoch: [0] Loss: [2.28089923694216]
2019-04-07 20:57:46 INFO     Batch: [58/120] Epoch: [0] Loss: [2.280570131237224]
2019-04-07 20:57:47 INFO     Batch: [59/120] Epoch: [0] Loss: [2.2801807165145873]
2019-04-07 20:57:47 INFO     Batch: [60/120] Epoch: [0] Loss: [2.2800573364633028]
2019-04-07 20:57:47 INFO     Batch: [61/120] Epoch: [0] Loss: [2.2795891646415956]
2019-04-07 20:57:47 INFO     Batch: [62/120] Epoch: [0] Loss: [2.279286289971972]
2019-04-07 20:57:47 INFO     Batch: [63/120] Epoch: [0] Loss: [2.2788907028734684]
2019-04-07 20:57:48 INFO     Batch: [64/120] Epoch: [0] Loss: [2.278522696861854]
2019-04-07 20:57:48 INFO     Batch: [65/120] Epoch: [0] Loss: [2.278174927740386]
2019-04-07 20:57:48 INFO     Batch: [66/120] Epoch: [0] Loss: [2.2778254017901065]
2019-04-07 20:57:48 INFO     Batch: [67/120] Epoch: [0] Loss: [2.277484778095694]
2019-04-07 20:57:48 INFO     Batch: [68/120] Epoch: [0] Loss: [2.27698896933293]
2019-04-07 20:57:49 INFO     Batch: [69/120] Epoch: [0] Loss: [2.27659866469247]
2019-04-07 20:57:49 INFO     Batch: [70/120] Epoch: [0] Loss: [2.2764229942375507]
2019-04-07 20:57:49 INFO     Batch: [71/120] Epoch: [0] Loss: [2.2760695152812533]
2019-04-07 20:57:49 INFO     Batch: [72/120] Epoch: [0] Loss: [2.275812717333232]
2019-04-07 20:57:49 INFO     Batch: [73/120] Epoch: [0] Loss: [2.275544723948917]
2019-04-07 20:57:49 INFO     Batch: [74/120] Epoch: [0] Loss: [2.2750890668233237]
2019-04-07 20:57:50 INFO     Batch: [75/120] Epoch: [0] Loss: [2.274588471964786]
2019-04-07 20:57:50 INFO     Batch: [76/120] Epoch: [0] Loss: [2.274396853013472]
2019-04-07 20:57:50 INFO     Batch: [77/120] Epoch: [0] Loss: [2.274033506711324]
2019-04-07 20:57:50 INFO     Batch: [78/120] Epoch: [0] Loss: [2.2735967968083637]
2019-04-07 20:57:50 INFO     Batch: [79/120] Epoch: [0] Loss: [2.273326724767685]
2019-04-07 20:57:51 INFO     Batch: [80/120] Epoch: [0] Loss: [2.2730644014146595]
2019-04-07 20:57:51 INFO     Batch: [81/120] Epoch: [0] Loss: [2.2727422190875544]
2019-04-07 20:57:51 INFO     Batch: [82/120] Epoch: [0] Loss: [2.272421483533928]
2019-04-07 20:57:51 INFO     Batch: [83/120] Epoch: [0] Loss: [2.272159766583216]
2019-04-07 20:57:51 INFO     Batch: [84/120] Epoch: [0] Loss: [2.271859427059398]
2019-04-07 20:57:52 INFO     Batch: [85/120] Epoch: [0] Loss: [2.271589159965515]
2019-04-07 20:57:52 INFO     Batch: [86/120] Epoch: [0] Loss: [2.2711640144216605]
2019-04-07 20:57:52 INFO     Batch: [87/120] Epoch: [0] Loss: [2.270983961495486]
2019-04-07 20:57:52 INFO     Batch: [88/120] Epoch: [0] Loss: [2.2705442316076727]
2019-04-07 20:57:52 INFO     Batch: [89/120] Epoch: [0] Loss: [2.2701997836430867]
2019-04-07 20:57:53 INFO     Batch: [90/120] Epoch: [0] Loss: [2.269896258364667]
2019-04-07 20:57:53 INFO     Batch: [91/120] Epoch: [0] Loss: [2.2696871394696445]
2019-04-07 20:57:53 INFO     Batch: [92/120] Epoch: [0] Loss: [2.2693428711224626]
2019-04-07 20:57:53 INFO     Batch: [93/120] Epoch: [0] Loss: [2.2690608222433863]
2019-04-07 20:57:53 INFO     Batch: [94/120] Epoch: [0] Loss: [2.268982686494526]
2019-04-07 20:57:54 INFO     Batch: [95/120] Epoch: [0] Loss: [2.2686035508910813]
2019-04-07 20:57:54 INFO     Batch: [96/120] Epoch: [0] Loss: [2.2684480726104423]
2019-04-07 20:57:54 INFO     Batch: [97/120] Epoch: [0] Loss: [2.2682915998964894]
2019-04-07 20:57:54 INFO     Batch: [98/120] Epoch: [0] Loss: [2.2678798087919603]
2019-04-07 20:57:54 INFO     Batch: [99/120] Epoch: [0] Loss: [2.267611253261566]
2019-04-07 20:57:54 INFO     Batch: [100/120] Epoch: [0] Loss: [2.2674080452116407]
2019-04-07 20:57:55 INFO     Batch: [101/120] Epoch: [0] Loss: [2.266965809990378]
2019-04-07 20:57:55 INFO     Batch: [102/120] Epoch: [0] Loss: [2.2665382102855203]
2019-04-07 20:57:55 INFO     Batch: [103/120] Epoch: [0] Loss: [2.2660528352627387]
2019-04-07 20:57:55 INFO     Batch: [104/120] Epoch: [0] Loss: [2.2658331189836773]
2019-04-07 20:57:55 INFO     Batch: [105/120] Epoch: [0] Loss: [2.265463021566283]
2019-04-07 20:57:56 INFO     Batch: [106/120] Epoch: [0] Loss: [2.2652564449845074]
2019-04-07 20:57:56 INFO     Batch: [107/120] Epoch: [0] Loss: [2.2649262216356068]
2019-04-07 20:57:56 INFO     Batch: [108/120] Epoch: [0] Loss: [2.2645034593179685]
2019-04-07 20:57:56 INFO     Batch: [109/120] Epoch: [0] Loss: [2.2641845789822663]
2019-04-07 20:57:56 INFO     Batch: [110/120] Epoch: [0] Loss: [2.2639173666636148]
2019-04-07 20:57:57 INFO     Batch: [111/120] Epoch: [0] Loss: [2.2635616851704463]
2019-04-07 20:57:57 INFO     Batch: [112/120] Epoch: [0] Loss: [2.26350117362706]
2019-04-07 20:57:57 INFO     Batch: [113/120] Epoch: [0] Loss: [2.2630102488032557]
2019-04-07 20:57:57 INFO     Batch: [114/120] Epoch: [0] Loss: [2.2627331588579263]
2019-04-07 20:57:57 INFO     Batch: [115/120] Epoch: [0] Loss: [2.2626485207985185]
2019-04-07 20:57:58 INFO     Batch: [116/120] Epoch: [0] Loss: [2.2623307419638348]
2019-04-07 20:57:58 INFO     Batch: [117/120] Epoch: [0] Loss: [2.262115124928749]
2019-04-07 20:57:58 INFO     Batch: [118/120] Epoch: [0] Loss: [2.26185486096294]
2019-04-07 20:57:58 INFO     Batch: [119/120] Epoch: [0] Loss: [2.2616255581378937]
2019-04-07 20:58:00 INFO     **************** Epoch: [0/250] Accuracy: [0.08854545454545454] ****************

2019-04-07 20:58:00 INFO     Batch: [0/120] Epoch: [1] Loss: [2.2322652339935303]
2019-04-07 20:58:00 INFO     Batch: [1/120] Epoch: [1] Loss: [2.2345261573791504]
2019-04-07 20:58:00 INFO     Batch: [2/120] Epoch: [1] Loss: [2.233107010523478]
2019-04-07 20:58:01 INFO     Batch: [3/120] Epoch: [1] Loss: [2.2267815470695496]
2019-04-07 20:58:01 INFO     Batch: [4/120] Epoch: [1] Loss: [2.225284719467163]
2019-04-07 20:58:01 INFO     Batch: [5/120] Epoch: [1] Loss: [2.224611242612203]
2019-04-07 20:58:01 INFO     Batch: [6/120] Epoch: [1] Loss: [2.2243244647979736]
2019-04-07 20:58:01 INFO     Batch: [7/120] Epoch: [1] Loss: [2.2235335409641266]
2019-04-07 20:58:02 INFO     Batch: [8/120] Epoch: [1] Loss: [2.2228870391845703]
2019-04-07 20:58:02 INFO     Batch: [9/120] Epoch: [1] Loss: [2.223546552658081]
2019-04-07 20:58:02 INFO     Batch: [10/120] Epoch: [1] Loss: [2.2240102074363013]
2019-04-07 20:58:02 INFO     Batch: [11/120] Epoch: [1] Loss: [2.224323550860087]
2019-04-07 20:58:02 INFO     Batch: [12/120] Epoch: [1] Loss: [2.2231171497931848]
2019-04-07 20:58:03 INFO     Batch: [13/120] Epoch: [1] Loss: [2.222817063331604]
2019-04-07 20:58:03 INFO     Batch: [14/120] Epoch: [1] Loss: [2.223074452082316]
2019-04-07 20:58:03 INFO     Batch: [15/120] Epoch: [1] Loss: [2.2242950052022934]
2019-04-07 20:58:03 INFO     Batch: [16/120] Epoch: [1] Loss: [2.224927032695097]
2019-04-07 20:58:03 INFO     Batch: [17/120] Epoch: [1] Loss: [2.2247332334518433]
2019-04-07 20:58:04 INFO     Batch: [18/120] Epoch: [1] Loss: [2.225742214604428]
2019-04-07 20:58:04 INFO     Batch: [19/120] Epoch: [1] Loss: [2.2257797718048096]
2019-04-07 20:58:04 INFO     Batch: [20/120] Epoch: [1] Loss: [2.2257304872785295]
2019-04-07 20:58:04 INFO     Batch: [21/120] Epoch: [1] Loss: [2.224774794145064]
2019-04-07 20:58:04 INFO     Batch: [22/120] Epoch: [1] Loss: [2.224785504133805]
2019-04-07 20:58:05 INFO     Batch: [23/120] Epoch: [1] Loss: [2.223536968231201]
2019-04-07 20:58:05 INFO     Batch: [24/120] Epoch: [1] Loss: [2.223010892868042]
2019-04-07 20:58:05 INFO     Batch: [25/120] Epoch: [1] Loss: [2.223670345086318]
2019-04-07 20:58:05 INFO     Batch: [26/120] Epoch: [1] Loss: [2.2237045411710388]
2019-04-07 20:58:05 INFO     Batch: [27/120] Epoch: [1] Loss: [2.223213016986847]
2019-04-07 20:58:06 INFO     Batch: [28/120] Epoch: [1] Loss: [2.2229780164258233]
2019-04-07 20:58:06 INFO     Batch: [29/120] Epoch: [1] Loss: [2.222813844680786]
2019-04-07 20:58:06 INFO     Batch: [30/120] Epoch: [1] Loss: [2.2229917203226397]
2019-04-07 20:58:06 INFO     Batch: [31/120] Epoch: [1] Loss: [2.2223717272281647]
2019-04-07 20:58:06 INFO     Batch: [32/120] Epoch: [1] Loss: [2.2222440965247876]
2019-04-07 20:58:06 INFO     Batch: [33/120] Epoch: [1] Loss: [2.2221627445781933]
2019-04-07 20:58:07 INFO     Batch: [34/120] Epoch: [1] Loss: [2.22200209072658]
2019-04-07 20:58:07 INFO     Batch: [35/120] Epoch: [1] Loss: [2.2217330204115973]
2019-04-07 20:58:07 INFO     Batch: [36/120] Epoch: [1] Loss: [2.2215624757715173]
2019-04-07 20:58:07 INFO     Batch: [37/120] Epoch: [1] Loss: [2.2217072060233667]
2019-04-07 20:58:07 INFO     Batch: [38/120] Epoch: [1] Loss: [2.22132962789291]
2019-04-07 20:58:08 INFO     Batch: [39/120] Epoch: [1] Loss: [2.2218695998191835]
2019-04-07 20:58:08 INFO     Batch: [40/120] Epoch: [1] Loss: [2.222121535277948]
2019-04-07 20:58:08 INFO     Batch: [41/120] Epoch: [1] Loss: [2.222033670970372]
2019-04-07 20:58:08 INFO     Batch: [42/120] Epoch: [1] Loss: [2.221887050673019]
2019-04-07 20:58:08 INFO     Batch: [43/120] Epoch: [1] Loss: [2.2217278317971663]
2019-04-07 20:58:09 INFO     Batch: [44/120] Epoch: [1] Loss: [2.221201557583279]
2019-04-07 20:58:09 INFO     Batch: [45/120] Epoch: [1] Loss: [2.2205145877340566]
2019-04-07 20:58:09 INFO     Batch: [46/120] Epoch: [1] Loss: [2.2200852099885333]
2019-04-07 20:58:09 INFO     Batch: [47/120] Epoch: [1] Loss: [2.219864288965861]
