2019-04-05 20:31:53 INFO     Loading Data
2019-04-05 20:31:54 INFO     Model Setting Up
2019-04-05 20:32:02 INFO     Start Training
2019-04-05 20:32:02 INFO     train_dir: ../mnist/train
2019-04-05 20:32:02 INFO     test_dir: ../mnist/test
2019-04-05 20:32:02 INFO     save_dir: ./save
2019-04-05 20:32:02 INFO     num_epochs: 2000
2019-04-05 20:32:02 INFO     batch_size: 500
2019-04-05 20:32:02 INFO     num_points: 512
2019-04-05 20:32:02 INFO     sigma: 0.01
2019-04-05 20:32:02 INFO     log_interval: 1000
2019-04-05 20:32:02 INFO     save_interval: 50
2019-04-05 20:32:02 INFO     baselr: 5e-05
2019-04-05 20:32:02 INFO     density_radius: 0.3
2019-04-05 20:32:02 INFO     feature_out1: 8
2019-04-05 20:32:02 INFO     feature_out2: 16
2019-04-05 20:32:02 INFO     feature_out3: 32
2019-04-05 20:32:02 INFO     feature_out4: 64
2019-04-05 20:32:02 INFO     num_classes: 10
2019-04-05 20:32:02 INFO     bandwidth_0: 8
2019-04-05 20:32:02 INFO     bandwidth_out1: 8
2019-04-05 20:32:02 INFO     bandwidth_out2: 6
2019-04-05 20:32:02 INFO     bandwidth_out3: 4
2019-04-05 20:32:02 INFO     bandwidth_out4: 2
2019-04-05 20:32:09 INFO     Batch: [0/120] Epoch: [0] Loss: [2.311013698577881]
2019-04-05 20:32:10 INFO     Accuracy: [0.0869090909090909]

2019-04-05 20:32:10 INFO     Batch: [1/120] Epoch: [0] Loss: [2.310853600502014]
2019-04-05 20:32:10 INFO     Batch: [2/120] Epoch: [0] Loss: [2.309755325317383]
2019-04-05 20:32:10 INFO     Batch: [3/120] Epoch: [0] Loss: [2.308805286884308]
2019-04-05 20:32:10 INFO     Batch: [4/120] Epoch: [0] Loss: [2.3088507652282715]
2019-04-05 20:32:10 INFO     Batch: [5/120] Epoch: [0] Loss: [2.3095080852508545]
2019-04-05 20:32:10 INFO     Batch: [6/120] Epoch: [0] Loss: [2.3090406145368303]
2019-04-05 20:32:10 INFO     Batch: [7/120] Epoch: [0] Loss: [2.307267874479294]
2019-04-05 20:32:11 INFO     Batch: [8/120] Epoch: [0] Loss: [2.306528435813056]
2019-04-05 20:32:11 INFO     Batch: [9/120] Epoch: [0] Loss: [2.3069342374801636]
2019-04-05 20:32:11 INFO     Batch: [10/120] Epoch: [0] Loss: [2.306644244627519]
2019-04-05 20:32:11 INFO     Batch: [11/120] Epoch: [0] Loss: [2.306098719437917]
2019-04-05 20:32:11 INFO     Batch: [12/120] Epoch: [0] Loss: [2.305741255099957]
2019-04-05 20:32:11 INFO     Batch: [13/120] Epoch: [0] Loss: [2.305365187781198]
2019-04-05 20:32:11 INFO     Batch: [14/120] Epoch: [0] Loss: [2.3049874623616535]
2019-04-05 20:32:11 INFO     Batch: [15/120] Epoch: [0] Loss: [2.3046911656856537]
2019-04-05 20:32:11 INFO     Batch: [16/120] Epoch: [0] Loss: [2.304541125017054]
2019-04-05 20:32:11 INFO     Batch: [17/120] Epoch: [0] Loss: [2.3040888177023993]
2019-04-05 20:32:11 INFO     Batch: [18/120] Epoch: [0] Loss: [2.3038228060069836]
2019-04-05 20:32:11 INFO     Batch: [19/120] Epoch: [0] Loss: [2.3036248803138735]
2019-04-05 20:32:11 INFO     Batch: [20/120] Epoch: [0] Loss: [2.3035077935173396]
2019-04-05 20:32:11 INFO     Batch: [21/120] Epoch: [0] Loss: [2.3032090230421587]
2019-04-05 20:32:12 INFO     Batch: [22/120] Epoch: [0] Loss: [2.3028876159502114]
2019-04-05 20:32:12 INFO     Batch: [23/120] Epoch: [0] Loss: [2.30254719654719]
2019-04-05 20:32:12 INFO     Batch: [24/120] Epoch: [0] Loss: [2.3021860790252684]
2019-04-05 20:32:12 INFO     Batch: [25/120] Epoch: [0] Loss: [2.3017250207754283]
2019-04-05 20:32:12 INFO     Batch: [26/120] Epoch: [0] Loss: [2.3012593498936407]
2019-04-05 20:32:12 INFO     Batch: [27/120] Epoch: [0] Loss: [2.3012180583817616]
2019-04-05 20:32:12 INFO     Batch: [28/120] Epoch: [0] Loss: [2.3010898376333304]
2019-04-05 20:32:12 INFO     Batch: [29/120] Epoch: [0] Loss: [2.300949311256409]
2019-04-05 20:32:12 INFO     Batch: [30/120] Epoch: [0] Loss: [2.300769167561685]
2019-04-05 20:32:12 INFO     Batch: [31/120] Epoch: [0] Loss: [2.300428532063961]
2019-04-05 20:32:12 INFO     Batch: [32/120] Epoch: [0] Loss: [2.3001077897620923]
2019-04-05 20:32:12 INFO     Batch: [33/120] Epoch: [0] Loss: [2.2998542224659637]
2019-04-05 20:32:12 INFO     Batch: [34/120] Epoch: [0] Loss: [2.2998066765921457]
2019-04-05 20:32:13 INFO     Batch: [35/120] Epoch: [0] Loss: [2.2994525763723583]
2019-04-05 20:32:13 INFO     Batch: [36/120] Epoch: [0] Loss: [2.2991644885088944]
2019-04-05 20:32:13 INFO     Batch: [37/120] Epoch: [0] Loss: [2.298921635276393]
2019-04-05 20:32:13 INFO     Batch: [38/120] Epoch: [0] Loss: [2.2986718874711256]
2019-04-05 20:32:13 INFO     Batch: [39/120] Epoch: [0] Loss: [2.2986294865608214]
2019-04-05 20:32:13 INFO     Batch: [40/120] Epoch: [0] Loss: [2.298613955334919]
2019-04-05 20:32:13 INFO     Batch: [41/120] Epoch: [0] Loss: [2.2984935953503562]
2019-04-05 20:32:13 INFO     Batch: [42/120] Epoch: [0] Loss: [2.2983202379803327]
2019-04-05 20:32:13 INFO     Batch: [43/120] Epoch: [0] Loss: [2.2982518022710625]
2019-04-05 20:32:13 INFO     Batch: [44/120] Epoch: [0] Loss: [2.2980831305185956]
2019-04-05 20:32:13 INFO     Batch: [45/120] Epoch: [0] Loss: [2.2976743086524634]
2019-04-05 20:32:13 INFO     Batch: [46/120] Epoch: [0] Loss: [2.2975373876855727]
2019-04-05 20:32:13 INFO     Batch: [47/120] Epoch: [0] Loss: [2.2972715497016907]
2019-04-05 20:32:14 INFO     Batch: [48/120] Epoch: [0] Loss: [2.297156202549837]
2019-04-05 20:32:14 INFO     Batch: [49/120] Epoch: [0] Loss: [2.2969184064865114]
2019-04-05 20:32:14 INFO     Batch: [50/120] Epoch: [0] Loss: [2.296702973982867]
2019-04-05 20:32:14 INFO     Batch: [51/120] Epoch: [0] Loss: [2.2965883429233847]
2019-04-05 20:32:14 INFO     Batch: [52/120] Epoch: [0] Loss: [2.2963917075463063]
2019-04-05 20:32:14 INFO     Batch: [53/120] Epoch: [0] Loss: [2.2960841876489146]
2019-04-05 20:32:14 INFO     Batch: [54/120] Epoch: [0] Loss: [2.2958661556243896]
2019-04-05 20:32:14 INFO     Batch: [55/120] Epoch: [0] Loss: [2.295701103551047]
2019-04-05 20:32:14 INFO     Batch: [56/120] Epoch: [0] Loss: [2.295537547061318]
2019-04-05 20:32:14 INFO     Batch: [57/120] Epoch: [0] Loss: [2.2952873131324507]
2019-04-05 20:32:14 INFO     Batch: [58/120] Epoch: [0] Loss: [2.2949353355472373]
2019-04-05 20:32:14 INFO     Batch: [59/120] Epoch: [0] Loss: [2.2947787404060365]
2019-04-05 20:32:14 INFO     Batch: [60/120] Epoch: [0] Loss: [2.294600607918911]
2019-04-05 20:32:15 INFO     Batch: [61/120] Epoch: [0] Loss: [2.294287316260799]
2019-04-05 20:32:15 INFO     Batch: [62/120] Epoch: [0] Loss: [2.293944688070388]
2019-04-05 20:32:15 INFO     Batch: [63/120] Epoch: [0] Loss: [2.293752484023571]
2019-04-05 20:32:15 INFO     Batch: [64/120] Epoch: [0] Loss: [2.2934289418734037]
2019-04-05 20:32:15 INFO     Batch: [65/120] Epoch: [0] Loss: [2.293206709803957]
2019-04-05 20:32:15 INFO     Batch: [66/120] Epoch: [0] Loss: [2.2929449045836034]
2019-04-05 20:32:15 INFO     Batch: [67/120] Epoch: [0] Loss: [2.2928072564742146]
